transaction_id,customer_id,merchant_id,currency,status,timestamp,account_created_at,billing_country,scenario,is_fraud,amount,shipping_country,device_id,ip_address,transaction_hour,transaction_day_of_week,is_weekend,amount_log,customer_velocity_5m,customer_velocity_1h,customer_velocity_24h,device_velocity_5m,device_velocity_1h,ip_velocity_5m,ip_velocity_1h,failed_attempts_1h,customer_avg_amount,customer_amount_deviation,billing_shipping_mismatch,previous_country,country_changed,previous_transaction_time,minutes_since_previous_transaction,device_customer_count,ip_customer_count,customer_device_count,customer_ip_count,shared_device_flag,shared_ip_flag,rule_risk_score,rule_risk_flag,rule_risk_level,risk_reasons,rule_signal_count
txn_a7738c28306a,cust_61d78028a92e,merch_32,USD,success,2026-08-15 04:20:27.298086,2025-12-18T22:06:37.298086,US,legitimate,0,134.43,US,dev_a644ba46a2e1,76.117.59.130,4,5,1,4.90845490166728,0,0,0,0,0,0,0,0,63.14,1.1290782388343366,0,US,0,2026-08-07 20:15:41.298086,10564.766666666666,1,6,1,1,1,1,0.1,0,low,['IP associated with many customers'],1
txn_7d683eb610de,cust_e2622ac96244,merch_36,USD,success,2026-08-15 04:25:49.298086,2026-03-04T22:06:37.298086,AU,legitimate,0,104.87,US,dev_ccd6e4054390,95.26.119.184,4,5,1,4.662211926355289,0,0,0,0,0,0,0,0,659.055,0.8408782271585831,1,AU,0,2026-08-14 02:33:59.298086,1551.8333333333333,3,1,2,2,1,1,0.07500000000000001,0,low,"['Billing and shipping country mismatch', 'Moderate: Device associated with many customers']",2
txn_e4354ce88f3b,cust_68cf457af157,merch_39,USD,success,2026-08-15 04:43:02.298086,2025-11-02T11:06:37.298086,IN,legitimate,0,349.64,IN,dev_d905709b5903,78.46.162.175,4,5,1,5.859760056110554,0,0,0,0,0,0,0,0,122.76,1.8481590094493319,0,IN,0,2026-08-11 23:23:21.298086,4639.683333333333,1,2,1,1,1,1,0.0,0,low,[],0
txn_55e6a5306643,cust_4625e787704b,merch_34,USD,success,2026-08-15 04:43:58.298086,2026-06-12T23:06:37.298086,IN,legitimate,0,317.26,IN,dev_e536ba6a8da1,108.191.80.181,4,5,1,5.762868658782038,0,0,0,0,0,0,0,0,396.72,0.2002923976608188,0,IN,0,2026-08-13 21:06:09.298086,1897.8166666666666,4,3,2,2,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_9c86ca4ac374,cust_5e8ff80b43e3,merch_45,USD,success,2026-08-15 04:54:48.298086,2026-07-17T15:06:37.298086,CA,legitimate,0,238.43,CA,dev_65f5809ecb91,44.42.64.43,4,5,1,5.478261098556027,0,0,0,0,0,0,0,0,915.4900000000001,0.7395602355022994,0,CA,0,2026-08-13 08:30:19.298086,2664.483333333333,4,4,2,2,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_52f182acd8cb,cust_886233b8e2a7,merch_16,USD,success,2026-08-15 05:10:17.298086,2025-11-28T23:06:37.298086,CA,legitimate,0,220.33,CA,dev_d079af491109,185.49.28.131,5,5,1,5.399654800453954,0,0,0,0,0,0,0,0,181.31,0.2152115161877448,0,CA,0,2026-08-07 17:58:11.298086,10752.1,1,3,1,1,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_f5ca28ba648d,cust_96d1326d771a,merch_28,USD,success,2026-08-15 05:12:49.298086,2025-12-31T19:06:37.298086,AU,high_risk_transaction,0,1616.37,AU,dev_5ba9ee653ecb,112.108.176.251,5,5,1,7.388556652202325,0,0,0,0,0,0,0,0,171.49,8.42544754796198,0,AU,0,2026-08-10 06:33:11.298086,7119.633333333333,22,18,1,1,1,1,0.15000000000000002,0,low,"['Device associated with many customers', 'IP associated with many customers']",2
txn_6e257af5703d,cust_887ddb639c9d,merch_7,USD,success,2026-08-15 05:12:50.298086,2025-12-12T19:06:37.298086,GB,legitimate,0,237.65,GB,dev_407b33975d3c,140.78.14.93,5,5,1,5.474998043451905,0,0,0,0,0,0,0,0,1067.24,0.7773228139874817,0,GB,0,2026-08-07 18:27:16.298086,10725.566666666668,2,1,1,1,1,1,0.0,0,low,[],0
txn_019549481e84,cust_5b84eb149674,merch_6,USD,success,2026-08-15 05:13:42.298086,2026-03-25T11:06:37.298086,DE,legitimate,0,199.29,DE,dev_0a105e6b223a,44.160.246.169,5,5,1,5.299766316313141,0,0,1,0,0,0,0,0,505.375,0.6056591639871384,0,DE,0,2026-08-15 02:47:39.298086,146.05,5,1,1,1,1,1,0.05,0,low,['Device associated with many customers'],1
txn_fe31311129e5,cust_35371c261a4d,merch_2,USD,success,2026-08-15 05:17:43.298086,2026-03-04T17:06:37.298086,FR,legitimate,0,181.88,FR,dev_a0c89ed4e913,169.107.68.250,5,5,1,5.2088302000465,0,0,0,0,0,0,0,0,328.095,0.44564836404090286,0,FR,0,2026-08-11 23:37:47.298086,4659.933333333333,2,2,1,1,1,1,0.0,0,low,[],0
txn_e371a2923453,cust_3dfe19842827,merch_17,USD,success,2026-08-15 05:18:35.298086,2025-11-09T23:06:37.298086,IN,fraud_ring,0,65.86,JP,dev_9837125d4e9f,112.108.176.251,5,5,1,4.202600880991953,0,0,0,0,0,0,1,0,325.54,0.7976899920132702,1,IN,0,2026-08-10 00:46:22.298086,7472.216666666666,14,19,1,1,1,1,0.2,0,medium,"['Billing and shipping country mismatch', 'Device associated with many customers', 'IP associated with many customers']",3
txn_b75184406056,cust_69b1135b7f8e,merch_38,USD,success,2026-08-15 05:21:55.298086,2026-06-22T03:06:37.298086,DE,legitimate_unusual,0,782.81,FR,dev_4a5584666fdf,195.78.53.174,5,5,1,6.664166644040868,0,0,0,0,0,0,0,0,303.26,1.5813163621974542,1,DE,0,2026-08-08 02:41:08.298086,10240.783333333333,2,4,1,1,1,1,0.1,0,low,"['Billing and shipping country mismatch', 'Moderate: IP associated with many customers']",2
txn_49dffa943298,cust_be52840330e6,merch_2,USD,failed,2026-08-15 05:23:31.298086,2025-11-28T19:06:37.298086,CA,legitimate,0,283.24,DE,dev_564a75f4b5ab,210.68.118.162,5,5,1,5.6498189517127715,0,0,0,0,0,0,0,0,106.44,1.6610296880871853,1,CA,0,2026-08-11 07:25:51.298086,5637.666666666667,1,2,1,1,1,1,0.05,0,low,['Billing and shipping country mismatch'],1
txn_a40d7a49552c,cust_9de75525fb1c,merch_1,USD,success,2026-08-15 05:28:57.298086,2026-04-07T09:06:37.298086,AU,legitimate,0,134.27,AU,dev_fe16f619dfc8,157.14.217.104,5,5,1,4.907272781101103,0,0,0,0,0,0,0,0,110.53,0.2147833167465847,0,AU,0,2026-08-13 01:50:29.298086,3098.4666666666667,2,2,2,1,1,1,0.0,0,low,[],0
txn_acc9192ebe7b,cust_3cd8682d7919,merch_20,USD,success,2026-08-15 05:30:09.298086,2026-04-20T16:06:37.298086,JP,legitimate,0,118.37,JP,dev_09b07c90be77,9.48.117.21,5,5,1,4.782227913106947,0,0,1,0,0,0,0,0,322.385,0.6328303115839756,0,JP,0,2026-08-14 05:37:06.298086,1433.05,2,2,3,3,1,1,0.0,0,low,[],0
txn_0c0ae23e9e53,cust_c91985f57dbc,merch_26,USD,success,2026-08-15 05:41:37.298086,2025-09-12T19:06:37.298086,AU,legitimate,0,329.36,AU,dev_eef23acc790e,77.66.16.252,5,5,1,5.800182968942516,0,0,1,0,0,0,0,0,498.09,0.33875404043445956,0,AU,0,2026-08-14 14:15:38.298086,925.9833333333333,1,2,3,3,1,1,0.0,0,low,[],0
txn_9172541b8e8e,cust_22449de26af0,merch_32,USD,success,2026-08-15 05:44:06.298086,2026-07-03T09:06:37.298086,CA,legitimate,0,332.37,CA,dev_8604a353df3b,169.55.11.192,5,5,1,5.809252984264471,0,0,0,0,0,0,0,0,153.295,1.1681724779020843,0,CA,0,2026-08-11 15:14:29.298086,5189.616666666667,2,2,3,3,1,1,0.0,0,low,[],0
txn_7f7e5b46daba,cust_04fad4cf103f,merch_50,USD,success,2026-08-15 05:46:00.298086,2026-01-25T23:06:37.298086,GB,legitimate,0,288.19,GB,dev_5679a2f65fa6,135.249.220.117,5,5,1,5.667083911540161,0,0,1,0,0,0,0,0,200.97,0.4339951236502961,0,GB,0,2026-08-15 01:21:27.298086,264.55,2,2,1,1,1,1,0.0,0,low,[],0
txn_78ae2ed2c564,cust_332cbb21909f,merch_20,USD,failed,2026-08-15 05:56:46.298086,2026-08-09T20:06:37.298086,IN,legitimate,0,269.2,IN,dev_f14c3ec8cbe8,76.117.59.130,5,5,1,5.5991624255260986,0,0,0,0,0,0,0,0,269.2,0.0,0,,0,,-1.0,1,6,0,0,1,1,0.1,0,low,['IP associated with many customers'],1
txn_94eb608f3505,cust_eff26926213d,merch_16,USD,success,2026-08-15 05:57:17.298086,2026-07-06T22:06:37.298086,US,legitimate,0,113.55,US,dev_9eb6ba6d7fb7,220.199.227.146,5,5,1,4.741011408899505,0,0,0,0,0,0,0,0,281.90600000000006,0.5972061609188879,0,US,0,2026-08-08 03:54:05.298086,10203.2,5,3,2,2,1,1,0.1,0,low,"['Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_4d6ebdf206a2,cust_a144ff1087be,merch_44,USD,success,2026-08-15 06:15:34.298086,2026-07-16T11:06:37.298086,AU,legitimate,0,268.83,AU,dev_d8a9b3818df2,136.25.239.107,6,5,1,5.597792131068768,0,0,0,0,0,0,0,0,275.99,0.025942968948150385,0,AU,0,2026-08-06 23:34:32.298086,11921.033333333333,4,3,1,1,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_c78d750233cf,cust_e86744c16316,merch_36,USD,success,2026-08-15 06:17:13.298086,2025-11-13T03:06:37.298086,IN,legitimate,0,111.11,IN,dev_0b3f5ea79006,55.174.243.41,6,5,1,4.719480532165502,0,0,0,0,0,0,0,0,111.11,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_50ab549b3c73,cust_67ff163d88c2,merch_13,USD,success,2026-08-15 06:17:34.298086,2026-08-08T08:06:37.298086,DE,legitimate,0,159.18,DE,dev_5f7ad98f5026,97.31.249.30,6,5,1,5.0762981828955365,0,0,0,0,0,0,0,0,6.94,21.936599423631122,0,DE,0,2026-08-08 09:32:11.298086,9885.383333333333,1,2,1,1,1,1,0.0,0,low,[],0
txn_03bb253ba013,cust_2e5339c444d5,merch_34,USD,success,2026-08-15 06:20:19.298086,2026-03-11T13:06:37.298086,IN,legitimate,0,160.36,IN,dev_4e27ef5cf2e3,11.26.58.196,6,5,1,5.083637893645957,0,0,0,0,0,0,0,0,173.845,0.07756909890994844,0,IN,0,2026-08-11 23:01:59.298086,4758.333333333333,1,3,1,1,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_c296399eff79,cust_3d70a98f9815,merch_12,USD,success,2026-08-15 06:21:19.298086,2026-02-03T23:06:37.298086,DE,legitimate,0,322.29,DE,dev_c3c4c898a5ca,117.137.222.203,6,5,1,5.778549753229196,0,0,0,0,0,0,0,0,116.08,1.7764472777394904,0,DE,0,2026-08-05 12:53:53.298086,14007.433333333332,1,2,1,1,1,1,0.0,0,low,[],0
txn_ec6668d72513,cust_07d80d797a6c,merch_39,USD,success,2026-08-15 06:24:43.298086,2025-10-04T03:06:37.298086,DE,legitimate,0,172.97,DE,dev_157f41fbebc4,142.233.115.75,6,5,1,5.158882870556459,0,0,0,0,0,0,0,0,158.805,0.08919744340543428,0,DE,0,2026-08-13 09:05:58.298086,2718.75,2,2,2,2,1,1,0.0,0,low,[],0
txn_3b51e0fa0873,cust_5bc45c904bce,merch_16,USD,success,2026-08-15 06:30:00.298086,2025-12-20T14:06:37.298086,DE,legitimate,0,169.15,DE,dev_f58ea297e5f6,108.191.80.181,6,5,1,5.136680400946915,0,0,0,0,0,0,0,0,169.15,0.0,0,,0,,-1.0,0,3,0,0,0,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_d8214706e989,cust_9b33a0bd20f9,merch_43,USD,success,2026-08-15 06:35:05.298086,2026-07-19T05:06:37.298086,CA,legitimate,0,171.77,CA,dev_4b9035426609,189.115.154.227,6,5,1,5.151961230186691,0,0,0,0,0,0,0,0,265.01,0.35183577978189495,0,CA,0,2026-08-07 05:01:15.298086,11613.833333333334,2,1,2,1,1,1,0.0,0,low,[],0
txn_7b93adc4418b,cust_70e01edfc713,merch_21,USD,success,2026-08-15 06:39:49.298086,2025-09-17T16:06:37.298086,IN,legitimate,0,184.98,IN,dev_f283b282a6a1,204.236.56.75,6,5,1,5.225639141050051,0,0,0,0,0,0,0,0,186.02,0.005590796688528225,0,IN,0,2026-08-07 08:23:18.298086,11416.516666666666,0,1,1,1,0,1,0.0,0,low,[],0
txn_a45f6cf461c9,cust_03f4e25e26ff,merch_30,USD,success,2026-08-15 06:41:17.298086,2026-01-31T17:06:37.298086,FR,legitimate,0,124.85,FR,dev_2f1109df4882,154.197.112.70,6,5,1,4.835090721581325,0,0,0,0,0,0,0,0,452.02,0.7237954072828635,0,FR,0,2026-08-11 13:11:27.298086,5369.833333333333,4,2,1,1,1,1,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_1ef814656c05,cust_a86760b78078,merch_46,USD,success,2026-08-15 06:41:51.298086,2026-08-07T13:06:37.298086,FR,legitimate,0,84.76,AU,dev_88b078bacb96,102.80.247.214,6,5,1,4.451552697322492,0,0,0,0,0,0,0,0,92.95,0.08811188811188808,1,FR,0,2026-08-13 08:37:06.298086,2764.75,4,3,1,1,1,1,0.125,0,low,"['Billing and shipping country mismatch', 'Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",3
txn_35e56fc3d78d,cust_d4068c66ac45,merch_14,USD,success,2026-08-15 06:43:17.298086,2026-02-18T01:06:37.298086,CA,legitimate,0,224.3,CA,dev_245e5ec2c37c,41.115.192.16,6,5,1,5.4174328474381985,0,0,0,0,0,0,0,0,116.11,0.9317888209456551,0,CA,0,2026-08-12 10:43:31.298086,4079.766666666667,1,4,1,1,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_9ccff98b7445,cust_c2ac2abdcb68,merch_21,USD,success,2026-08-15 06:44:55.298086,2026-01-15T10:06:37.298086,GB,legitimate,0,242.59,GB,dev_d5f375627932,53.244.205.244,6,5,1,5.49548648409001,0,0,0,0,0,0,0,0,308.7,0.21415613864593452,0,GB,0,2026-08-06 09:29:27.298086,12795.466666666667,4,3,1,1,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_cc98528a3685,cust_0a1eb9e6d095,merch_15,USD,success,2026-08-15 06:45:18.298086,2026-06-30T00:06:37.298086,IN,legitimate,1,68.89,IN,dev_49378f790dcd,17.86.169.123,6,5,1,4.246922577489038,0,0,0,0,0,0,0,0,713.115,0.9033956654957476,0,IN,0,2026-08-13 12:22:37.298086,2542.6833333333334,2,2,2,2,1,1,0.0,0,low,[],0
txn_c790d2fb2fea,cust_fe625a3c357b,merch_10,USD,success,2026-08-15 06:46:05.298086,2026-04-28T10:06:37.298086,GB,legitimate_unusual,0,406.61,GB,dev_7f6d00895444,201.209.161.110,6,5,1,6.010310834904342,0,0,1,0,0,0,0,0,288.8233333333333,0.40781561969831626,0,GB,0,2026-08-14 16:51:08.298086,834.95,4,1,1,1,1,1,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_3a90280baa49,cust_853729d82732,merch_8,USD,success,2026-08-15 06:49:41.298086,2026-07-25T22:06:37.298086,DE,high_risk_transaction,0,550.56,AU,dev_5ba9ee653ecb,3.173.150.154,6,5,1,6.31275062697354,0,0,0,0,0,0,0,0,161.05,2.4185656628376275,1,DE,0,2026-08-11 19:17:17.298086,5012.4,23,17,2,2,1,1,0.2,0,medium,"['Billing and shipping country mismatch', 'Device associated with many customers', 'IP associated with many customers']",3
txn_d69c468a506c,cust_40a743f89bef,merch_19,USD,success,2026-08-15 06:51:24.298086,2026-03-10T04:06:37.298086,CA,legitimate,0,280.34,CA,dev_5859aac50f58,60.104.17.39,6,5,1,5.63956390232955,0,0,0,0,0,0,0,0,280.34,0.0,0,,0,,-1.0,3,1,0,0,1,1,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_d8c79bbf07e7,cust_140ca7efbb67,merch_13,USD,success,2026-08-15 06:56:15.298086,2025-12-08T13:06:37.298086,DE,legitimate,0,249.89,DE,dev_1ffc1a723a3e,17.170.175.108,6,5,1,5.525014596061544,0,0,0,0,0,0,0,0,249.89,0.0,0,,0,,-1.0,3,0,0,0,1,0,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_fb288c793ac8,cust_6c98eb7fdce5,merch_47,USD,success,2026-08-15 07:14:35.298086,2026-01-20T11:06:37.298086,FR,legitimate_unusual,0,366.07,FR,dev_86d67deb2f90,70.102.23.197,7,5,1,5.905552565561653,0,0,0,0,0,0,0,0,23.17,14.799309451877425,0,FR,0,2026-08-11 10:33:16.298086,5561.316666666667,2,1,1,1,1,1,0.0,0,low,[],0
txn_f514c7d999a6,cust_8c818070b26f,merch_23,USD,success,2026-08-15 07:18:42.298086,2026-08-06T06:06:37.298086,IN,legitimate,0,168.95,IN,dev_1427913e1bfb,101.179.133.226,7,5,1,5.135504276142125,0,0,0,0,0,0,0,0,168.95,0.0,0,,0,,-1.0,0,3,0,0,0,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_98c0b1c4a27b,cust_b8f2eeeea751,merch_31,USD,success,2026-08-15 07:20:18.298086,2026-03-24T07:06:37.298086,IN,legitimate,0,65.41,IN,dev_74cd7ec41c1d,151.89.105.16,7,5,1,4.195847647552622,0,0,0,0,0,0,0,0,174.47,0.6250931392216427,0,IN,0,2026-08-14 06:28:57.298086,1491.35,1,0,1,1,1,0,0.0,0,low,[],0
txn_8cb77add6a46,cust_aedced29d39e,merch_26,USD,success,2026-08-15 07:21:09.298086,2026-03-16T11:06:37.298086,US,legitimate,0,149.82,US,dev_531eee1e0409,206.97.131.190,7,5,1,5.016087072774501,0,0,1,0,0,0,0,0,363.8975,0.5882906587706703,0,US,0,2026-08-15 00:55:01.298086,386.1333333333333,4,3,2,2,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_dd538c328005,cust_bc5117989014,merch_15,USD,success,2026-08-15 07:22:25.298086,2026-04-07T09:06:37.298086,GB,legitimate,0,36.68,GB,dev_3ca2deb9a77b,147.66.195.70,7,5,1,3.629129449708162,0,0,1,0,0,0,0,0,295.39,0.8758251802701513,0,GB,0,2026-08-14 17:41:43.298086,820.7,2,2,1,1,1,1,0.0,0,low,[],0
txn_770b5152ac77,cust_f331923c1f02,merch_20,USD,success,2026-08-15 07:24:48.298086,2026-07-16T06:06:37.298086,CA,legitimate,0,313.56,CA,dev_ef3067ff7c43,186.163.254.16,7,5,1,5.751174836958802,0,0,0,0,0,0,0,0,346.82,0.09589989043307766,0,CA,0,2026-08-13 00:23:25.298086,3301.383333333333,0,2,1,1,0,1,0.0,0,low,[],0
txn_7ec91017bd18,cust_8e2c04dea7ed,merch_44,USD,success,2026-08-15 07:26:24.298086,2025-12-18T07:06:37.298086,AU,legitimate,0,342.74,AU,dev_86a95d2a15cb,27.90.185.224,7,5,1,5.839885557648541,0,0,0,0,0,0,0,0,160.785,1.1316665111795257,0,AU,0,2026-08-08 23:03:18.298086,9143.1,3,2,1,1,1,1,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_e5f96048f1b2,cust_1ee66d91b46f,merch_49,USD,success,2026-08-15 07:31:08.298086,2026-02-08T18:06:37.298086,CA,legitimate_unusual,0,1121.69,CA,dev_42b36ecdb8b0,56.80.29.244,7,5,1,7.023482870326108,0,0,0,0,0,0,0,0,121.19,8.255631652776632,0,CA,0,2026-08-05 23:17:17.298086,13453.85,2,4,1,1,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_84a7f33fc51a,cust_b4d7675f807c,merch_25,USD,success,2026-08-15 07:38:35.298086,2026-01-25T01:06:37.298086,US,legitimate,0,247.55,US,dev_4a91272c179c,190.106.232.60,7,5,1,5.515644032540681,0,0,1,0,0,0,0,0,705.125,0.6489274951249778,0,US,0,2026-08-14 20:04:04.298086,694.5166666666667,1,1,1,1,1,1,0.0,0,low,[],0
txn_ab5f65d90d73,cust_325d01d7b4e5,merch_38,USD,success,2026-08-15 07:38:49.298086,2026-04-29T05:06:37.298086,JP,legitimate,0,157.39,JP,dev_f283b282a6a1,76.117.59.130,7,5,1,5.065060346074329,0,0,0,0,1,0,0,0,203.68,0.2272682639434408,0,JP,0,2026-08-05 23:48:09.298086,13430.666666666666,1,7,1,1,1,1,0.1,0,low,['IP associated with many customers'],1
txn_2ae8a7688eaa,cust_0f80c28755e5,merch_23,USD,success,2026-08-15 07:39:31.298086,2026-02-04T06:06:37.298086,GB,legitimate_unusual,0,887.98,GB,dev_f5b376d6350e,27.65.155.175,7,5,1,6.790074738072987,0,0,0,0,0,0,0,0,591.98,0.5000168924625832,0,GB,0,2026-08-11 01:09:51.298086,6149.666666666667,2,3,1,1,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_963508389e83,cust_9eff3c243b2c,merch_23,USD,success,2026-08-15 07:42:01.298086,2025-09-11T15:06:37.298086,AU,legitimate,0,270.97,AU,dev_251ca01a9fe7,174.14.70.84,7,5,1,5.605691766095507,0,0,0,0,0,0,0,0,188.34,0.4387278326430924,0,AU,0,2026-08-08 03:52:46.298086,10309.25,4,3,1,1,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_e2ea75e8ad12,cust_b10c82c1cf13,merch_2,USD,success,2026-08-15 07:49:45.298086,2026-01-01T15:06:37.298086,IN,legitimate,0,99.38,IN,dev_e4529b1ce71b,148.207.214.156,7,5,1,4.608962984226787,0,0,0,0,0,0,0,0,99.38,0.0,0,,0,,-1.0,1,2,0,0,1,1,0.0,0,low,[],0
txn_1d9febce3efc,cust_dd12cb892fbc,merch_13,USD,success,2026-08-15 07:54:30.298086,2025-09-09T01:06:37.298086,JP,legitimate,1,82.4,JP,dev_d9f7270ac3fc,195.184.201.86,7,5,1,4.423648309364701,0,0,0,0,0,0,0,0,162.37333333333333,0.4925275086221054,0,JP,0,2026-08-11 08:36:32.298086,5717.966666666666,2,3,1,2,1,1,0.05,0,low,['Moderate: IP associated with many customers'],1
txn_fa342d5c4c16,cust_3fa4c6726b49,merch_21,USD,success,2026-08-15 07:56:32.298086,2025-11-10T17:06:37.298086,AU,legitimate,0,254.94,AU,dev_9492051e0ad2,30.5.116.147,7,5,1,5.54494304200945,0,0,0,0,0,0,0,0,78.13,2.263023166517343,0,AU,0,2026-08-07 20:14:34.298086,10781.966666666667,3,4,1,1,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_6d4d0248af1f,cust_5a9c2721dd43,merch_20,USD,success,2026-08-15 08:08:06.298086,2026-01-02T01:06:37.298086,GB,fraud_ring,1,555.6,AU,dev_9837125d4e9f,113.163.209.250,8,5,1,6.3218468490917905,0,0,1,0,0,0,0,0,78.69,6.0606176134197485,1,GB,0,2026-08-14 15:47:16.298086,980.8333333333334,15,21,1,1,1,1,0.2,0,medium,"['Billing and shipping country mismatch', 'Device associated with many customers', 'IP associated with many customers']",3
txn_c4325d028237,cust_20dd31edaeb7,merch_48,USD,success,2026-08-15 08:15:56.298086,2025-10-22T03:06:37.298086,JP,legitimate_unusual,0,655.73,JP,dev_ef2f957d9368,55.24.172.232,8,5,1,6.487272975113748,0,0,0,0,0,0,0,0,655.73,0.0,0,,0,,-1.0,1,0,0,0,1,0,0.0,0,low,[],0
txn_5c0b0d8b6a16,cust_597d32b89ea1,merch_2,USD,success,2026-08-15 08:17:53.298086,2025-10-27T17:06:37.298086,IN,high_risk_transaction,0,760.94,IN,dev_885e9df20568,183.214.39.114,8,5,1,6.635867812428997,0,0,0,0,0,0,0,0,112.23,5.7801835516350355,0,IN,0,2026-08-07 17:19:58.298086,10977.916666666666,0,8,1,1,0,1,0.1,0,low,['IP associated with many customers'],1
txn_6e6eef81a4e7,cust_414212678479,merch_36,USD,success,2026-08-15 08:18:27.298086,2025-11-27T19:06:37.298086,FR,legitimate,0,243.5,FR,dev_b0b300ac2427,113.243.23.64,8,5,1,5.499215308914927,0,0,0,0,0,0,0,0,47.7,4.10482180293501,0,FR,0,2026-08-09 09:48:05.298086,8550.366666666667,2,2,1,1,1,1,0.0,0,low,[],0
txn_e972739279ce,cust_9aa145552f19,merch_15,USD,success,2026-08-15 08:21:50.298086,2026-03-19T12:06:37.298086,GB,legitimate,1,300.96,GB,dev_b028f836fac3,204.231.27.23,8,5,1,5.710294558271424,0,0,1,0,0,0,0,0,215.21,0.3984480275080153,0,GB,0,2026-08-14 15:37:14.298086,1004.6,3,4,2,1,1,1,0.07500000000000001,0,low,"['Moderate: Device associated with many customers', 'Moderate: IP associated with many customers']",2
txn_8808ab8e0c39,cust_c435436a4aef,merch_36,USD,success,2026-08-15 08:21:58.298086,2025-12-12T15:06:37.298086,US,legitimate,0,233.3,US,dev_6570801cff58,9.48.117.21,8,5,1,5.45660234551375,0,0,0,0,0,0,0,0,185.38,0.25849606214262605,0,US,0,2026-08-08 11:00:03.298086,9921.916666666666,3,2,1,1,1,1,0.025,0,low,['Moderate: Device associated with many customers'],1
txn_aab84a5b5004,cust_b8f2eeeea751,merch_6,USD,success,2026-08-15 08:31:33.298086,2026-03-24T07:06:37.298086,IN,legitimate,0,75.76,IN,dev_d40a86bbd435,166.193.42.206,8,5,1,4.340683671139499,0,0,1,0,0,0,0,0,119.94,0.36835084208771046,0,IN,0,2026-08-15 07:20:18.298086,71.25,1,2,2,2,1,1,0.0,0,low,[],0
txn_ae57d59052f4,cust_c802fafc2a0d,merch_32,USD,failed,2026-08-15 08:33:44.298086,2026-01-26T18:06:37.298086,IN,repeated_failures,0,407.69,IN,dev_799113b4e2a4,77.254.42.34,8,5,1,6.0129569224460795,0,0,0,0,0,0,0,0,1072.58,0.6198978164798895,0,IN,0,2026-08-06 16:05:55.298086,12507.816666666668,21,15,1,1,1,1,0.15000000000000002,0,low,"['Device associated with many customers', 'IP associated with many customers']",2
txn_03349db6f017,cust_6a287ad9236f,merch_3,USD,success,2026-08-15 08:34:17.298086,2026-03-17T05:06:37.298086,AU,legitimate,0,132.3,AU,dev_c1eb300a141c,8.152.198.11,8,5,1,4.892602227184663,0,0,0,0,0,0,0,0,140.255,0.05671812056611161,0,AU,0,2026-08-08 08:39:00.298086,10075.283333333333,1,1,1,1,1,1,0.0,0,low,[],0
txn_02d6e71118d2,cust_c802fafc2a0d,merch_30,USD,failed,2026-08-15 08:34:44.298086,2026-01-26T18:06:37.298086,IN,repeated_failures,0,407.69,IN,dev_799113b4e2a4,77.254.42.34,8,5,1,6.0129569224460795,1,1,1,1,1,1,1,1,740.135,0.4491680571787579,0,IN,0,2026-08-15 08:33:44.298086,1.0,22,16,2,2,1,1,0.225,0,medium,"['Moderate: Multiple failed attempts', 'Device associated with many customers', 'IP associated with many customers']",3
txn_7ab8bf239e39,cust_c802fafc2a0d,merch_34,USD,failed,2026-08-15 08:35:44.298086,2026-01-26T18:06:37.298086,IN,repeated_failures,0,407.69,IN,dev_799113b4e2a4,77.254.42.34,8,5,1,6.0129569224460795,2,2,2,2,2,2,2,2,629.32,0.3521737748681117,0,IN,0,2026-08-15 08:34:44.298086,1.0,22,16,2,2,1,1,0.4,0,medium,"['Moderate: High customer transaction velocity', 'Multiple failed attempts', 'Device associated with many customers', 'IP associated with many customers']",4
